,loc,v(g),ev(g),iv(g),v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,complex_by_line,code_by_cmtblank,lines,Opratio,Opndratio
8205,55.0,17.0,16.0,16.0,755.81,0.05,18.75,40.31,14171.48,0.25,787.3,26.0,20.0,6.0,15.0,24.0,83.0,60.0,33.0,0,0.8909090909090909,1.0,40.5,0.18072289156626506,0.4
3714,15.0,1.0,1.0,1.0,363.78,0.08,12.29,29.6,4471.51,0.12,248.42,10.0,0.0,2.0,5.0,12.0,30.0,59.0,1.0,0,0.2,5.0,12.5,0.16666666666666666,0.2033898305084746
7471,5.0,1.0,1.0,1.0,50.19,0.29,3.5,14.34,175.66,0.02,9.76,3.0,0.0,0.0,7.0,5.0,9.0,5.0,1.0,0,0.6,0.0,4.0,0.7777777777777778,1.0
3907,5.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,1.0,0.0,4.0,3.0,4.0,3.0,1.0,0,0.6,2.0,3.5,1.0,1.0
2971,26.0,7.0,6.0,4.0,209.59,0.13,7.92,26.47,1659.28,0.07,92.18,21.0,0.0,3.0,10.0,12.0,28.0,19.0,13.0,0,0.6538461538461539,7.0,23.5,0.35714285714285715,0.631578947368421
7564,7.0,1.0,1.0,1.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4.0,0.0,1.0,6.0,5.0,8.0,6.0,1.0,0,0.42857142857142855,4.0,5.5,0.75,0.8333333333333334
3483,48.0,1.0,1.0,1.0,1544.43,0.11,9.14,168.98,14115.6,0.51,784.2,33.0,1.0,12.0,11.0,68.0,132.0,113.0,1.0,0,0.0625,2.5384615384615383,40.5,0.08333333333333333,0.6017699115044248
4633,32.0,12.0,9.0,7.0,964.31,0.04,22.27,43.31,21471.02,0.32,1192.83,28.0,0.0,2.0,19.0,32.0,95.0,75.0,23.0,0,0.875,14.0,30.0,0.2,0.4266666666666667
496,24.0,2.0,1.0,2.0,254.99,0.08,13.0,19.61,3314.92,0.08,184.16,13.0,4.0,4.0,10.0,10.0,33.0,26.0,3.0,1,0.20833333333333334,1.625,18.5,0.30303030303030304,0.38461538461538464
6623,7.0,2.0,1.0,2.0,104.25,0.29,3.5,29.79,364.87,0.03,20.27,4.0,1.0,0.0,7.0,11.0,14.0,11.0,3.0,0,0.7142857142857143,4.0,5.5,0.5,1.0
5209,4.0,1.0,1.0,1.0,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2.0,0.0,0.0,6.0,1.0,6.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
1369,158.0,18.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0.27848101265822783,0.0,79.0,0.0,0.0
6082,4.0,1.0,1.0,1.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2.0,0.0,0.0,6.0,2.0,6.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
3804,17.0,2.0,1.0,2.0,96.21,0.29,3.44,27.99,330.73,0.03,18.37,12.0,0.0,3.0,5.0,8.0,15.0,11.0,3.0,0,0.29411764705882354,4.0,14.5,0.3333333333333333,0.7272727272727273
557,26.0,4.0,3.0,2.0,235.02,0.1,10.0,23.5,2350.22,0.08,130.57,16.0,0.0,5.0,13.0,13.0,30.0,20.0,7.0,1,0.34615384615384615,3.2,21.0,0.43333333333333335,0.65
5307,20.0,10.0,10.0,10.0,379.98,0.08,12.83,29.61,4876.4,0.13,270.91,15.0,0.0,3.0,11.0,12.0,56.0,28.0,19.0,0,1.5,5.0,17.5,0.19642857142857142,0.42857142857142855
0,1.1,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,2.0,2.0,2.0,1.2,1.2,1.2,1.2,1.4,0,3.818181818181817,0.5,1.55,1.0,1.0
1285,58.0,3.0,1.0,1.0,1248.4,0.05,20.68,60.38,25811.44,0.42,1433.97,42.0,0.0,13.0,15.0,37.0,117.0,102.0,5.0,1,0.08620689655172414,3.230769230769231,50.0,0.1282051282051282,0.3627450980392157
6042,86.0,16.0,16.0,5.0,1421.68,0.02,48.19,29.5,68511.5,0.47,3806.19,66.0,4.0,11.0,22.0,21.0,170.0,92.0,31.0,0,0.43023255813953487,4.4,76.0,0.12941176470588237,0.22826086956521738
7094,8.0,1.0,1.0,1.0,137.61,0.13,7.5,18.35,1032.06,0.05,57.34,4.0,0.0,2.0,9.0,9.0,18.0,15.0,1.0,0,0.375,2.0,6.0,0.5,0.6
4779,85.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,0.2823529411764706,0.0,42.5,0.0,0.0
2427,15.0,2.0,1.0,2.0,255.41,0.07,13.36,19.11,3413.23,0.09,189.62,11.0,1.0,0.0,14.0,11.0,34.0,21.0,3.0,0,0.3333333333333333,11.0,13.0,0.4117647058823529,0.5238095238095238
6787,40.0,6.0,5.0,1.0,338.58,0.06,16.0,21.16,5417.21,0.11,300.96,33.0,1.0,3.0,16.0,14.0,41.0,28.0,11.0,0,0.3,8.25,36.5,0.3902439024390244,0.5
909,80.0,9.0,8.0,5.0,1091.89,0.05,20.3,53.79,22165.29,0.36,1231.41,51.0,13.0,11.0,14.0,30.0,113.0,87.0,17.0,1,0.275,2.125,65.5,0.12389380530973451,0.3448275862068966
10177,14.0,2.0,1.0,2.0,207.45,0.1,10.39,19.97,2155.2,0.07,119.73,9.0,0.0,3.0,11.0,9.0,31.0,17.0,3.0,0,0.35714285714285715,3.0,11.5,0.3548387096774194,0.5294117647058824
9904,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
7133,26.0,5.0,5.0,3.0,512.67,0.06,16.29,31.48,8349.43,0.17,463.86,18.0,0.0,6.0,18.0,21.0,59.0,38.0,9.0,0,0.5,3.0,22.0,0.3050847457627119,0.5526315789473685
690,96.0,5.0,1.0,3.0,2117.42,0.03,28.7,73.77,60777.9,0.71,3376.55,63.0,17.0,14.0,20.0,54.0,186.0,155.0,9.0,1,0.09375,2.032258064516129,79.5,0.10752688172043011,0.34838709677419355
7406,12.0,2.0,1.0,2.0,142.62,0.2,5.0,28.52,713.12,0.05,39.62,9.0,0.0,1.0,8.0,12.0,18.0,15.0,3.0,0,0.4166666666666667,9.0,10.5,0.4444444444444444,0.8
8281,12.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.5833333333333334,0.0,6.0,0.0,0.0
8902,4.0,1.0,1.0,1.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,2.0,0.0,0.0,4.0,5.0,6.0,5.0,1.0,0,0.75,0.0,3.0,0.6666666666666666,1.0
431,16.0,2.0,1.0,1.0,180.09,0.14,7.13,25.28,1283.11,0.06,71.28,9.0,1.0,4.0,9.0,12.0,22.0,19.0,3.0,1,0.25,1.8,12.5,0.4090909090909091,0.631578947368421
3238,30.0,5.0,3.0,2.0,418.76,0.07,15.21,27.53,6369.62,0.14,353.87,23.0,1.0,4.0,17.0,19.0,47.0,34.0,9.0,0,0.3333333333333333,4.6,26.5,0.3617021276595745,0.5588235294117647
8432,23.0,2.0,1.0,1.0,348.39,0.06,17.0,20.49,5922.62,0.12,329.03,17.0,3.0,3.0,17.0,13.0,45.0,26.0,3.0,0,0.17391304347826086,2.8333333333333335,20.0,0.37777777777777777,0.5
9407,9.0,3.0,1.0,3.0,125.02,0.09,11.0,11.37,1375.23,0.04,76.4,6.0,0.0,1.0,10.0,5.0,21.0,11.0,5.0,0,0.7777777777777778,6.0,7.5,0.47619047619047616,0.45454545454545453
4974,31.0,3.0,1.0,3.0,324.33,0.06,15.75,20.59,5108.2,0.11,283.79,15.0,7.0,2.0,14.0,12.0,42.0,27.0,5.0,0,0.22580645161290322,1.6666666666666667,23.0,0.3333333333333333,0.4444444444444444
7327,21.0,3.0,1.0,3.0,345.0,0.11,9.0,38.33,3105.0,0.12,172.5,18.0,0.0,1.0,12.0,20.0,39.0,30.0,5.0,0,0.3333333333333333,18.0,19.5,0.3076923076923077,0.6666666666666666
10211,9.0,4.0,1.0,3.0,66.61,0.21,4.67,14.27,310.84,0.02,17.27,6.0,1.0,0.0,7.0,6.0,10.0,8.0,7.0,0,0.8888888888888888,6.0,7.5,0.7,0.75
2010,51.0,31.0,28.0,28.0,1890.21,0.03,37.73,50.09,71326.03,0.63,3962.56,44.0,1.0,4.0,21.0,32.0,215.0,115.0,61.0,1,1.7058823529411764,8.8,47.5,0.09767441860465116,0.2782608695652174
3808,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
10215,88.0,9.0,1.0,6.0,1588.95,0.04,24.31,65.34,38633.74,0.53,2146.32,71.0,0.0,15.0,17.0,43.0,146.0,123.0,17.0,0,0.18181818181818182,4.733333333333333,79.5,0.11643835616438356,0.34959349593495936
7361,37.0,10.0,9.0,3.0,690.22,0.05,20.65,33.42,14254.47,0.23,791.92,24.0,5.0,5.0,19.0,23.0,78.0,50.0,19.0,0,0.5945945945945946,2.4,30.5,0.24358974358974358,0.46
8310,10.0,2.0,1.0,2.0,105.49,0.11,9.0,11.72,949.37,0.04,52.74,7.0,0.0,1.0,9.0,6.0,15.0,12.0,3.0,0,0.5,7.0,8.5,0.6,0.5
10654,4.0,1.0,1.0,1.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,0,0.75,0.0,3.0,0.8333333333333334,1.0
10438,9.0,1.0,1.0,1.0,178.41,0.13,7.78,22.94,1387.66,0.06,77.09,6.0,0.0,1.0,10.0,9.0,28.0,14.0,1.0,0,0.3333333333333333,6.0,7.5,0.35714285714285715,0.6428571428571429
870,84.0,13.0,9.0,4.0,1173.36,0.02,51.12,22.95,59979.37,0.39,3332.19,64.0,11.0,7.0,22.0,17.0,143.0,79.0,25.0,1,0.30952380952380953,3.5555555555555554,74.0,0.15384615384615385,0.21518987341772153
6399,30.0,7.0,5.0,3.0,229.06,0.05,22.17,10.33,5077.55,0.08,282.09,15.0,10.0,3.0,14.0,6.0,34.0,19.0,13.0,0,0.5,1.1538461538461537,22.5,0.4117647058823529,0.3157894736842105
5948,7.0,1.0,1.0,1.0,103.87,0.07,15.0,6.92,1558.08,0.03,86.56,5.0,0.0,0.0,5.0,2.0,25.0,12.0,1.0,0,0.42857142857142855,0.0,6.0,0.2,0.16666666666666666
1335,28.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,0.21428571428571427,0.0,14.0,0.0,0.0
1050,65.0,12.0,4.0,7.0,973.91,0.03,28.83,33.79,28074.1,0.32,1559.67,55.0,0.0,8.0,17.0,23.0,105.0,78.0,23.0,1,0.35384615384615387,6.875,60.0,0.1619047619047619,0.2948717948717949
9814,8.0,1.0,1.0,1.0,118.03,0.17,6.0,19.67,708.17,0.04,39.34,5.0,0.0,0.0,7.0,7.0,19.0,12.0,1.0,0,0.375,0.0,6.5,0.3684210526315789,0.5833333333333334
2007,198.0,23.0,15.0,11.0,4812.38,0.02,49.53,97.16,238361.32,1.6,13242.3,124.0,37.0,27.0,34.0,81.0,467.0,236.0,42.0,1,0.2474747474747475,1.9375,161.0,0.0728051391862955,0.3432203389830508
1877,74.0,7.0,1.0,7.0,872.72,0.04,23.85,36.6,20811.08,0.29,1156.17,57.0,5.0,10.0,20.0,26.0,96.0,62.0,8.0,1,0.20270270270270271,3.8,65.5,0.20833333333333334,0.41935483870967744
4507,29.0,3.0,3.0,2.0,270.51,0.08,11.82,22.89,3196.97,0.09,177.61,15.0,5.0,7.0,13.0,11.0,39.0,20.0,5.0,0,0.27586206896551724,1.25,22.0,0.3333333333333333,0.55
979,21.0,4.0,1.0,4.0,180.09,0.12,8.25,21.83,1485.7,0.06,82.54,15.0,2.0,2.0,11.0,10.0,26.0,15.0,7.0,1,0.42857142857142855,3.75,18.0,0.4230769230769231,0.6666666666666666
6053,21.0,2.0,1.0,1.0,175.0,0.12,8.5,20.59,1487.5,0.06,82.64,19.0,0.0,0.0,17.0,15.0,20.0,15.0,3.0,0,0.19047619047619047,0.0,20.0,0.85,1.0
4900,28.0,4.0,1.0,4.0,389.4,0.06,17.0,22.91,6619.73,0.13,367.76,24.0,0.0,1.0,14.0,14.0,47.0,34.0,7.0,0,0.32142857142857145,24.0,26.0,0.2978723404255319,0.4117647058823529
2066,202.0,44.0,40.0,44.0,4624.95,0.02,41.37,111.79,191348.8,1.54,10630.49,172.0,7.0,21.0,21.0,67.0,452.0,264.0,87.0,1,0.6336633663366337,6.142857142857143,187.0,0.046460176991150445,0.2537878787878788
9219,8.0,3.0,1.0,2.0,112.59,0.13,7.5,15.01,844.41,0.04,46.91,6.0,0.0,0.0,10.0,8.0,15.0,12.0,5.0,0,0.75,0.0,7.0,0.6666666666666666,0.6666666666666666
8034,16.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.4375,0.0,8.0,0.0,0.0
390,65.0,9.0,7.0,5.0,992.19,0.03,31.5,31.5,31253.87,0.33,1736.33,56.0,2.0,5.0,18.0,24.0,100.0,84.0,17.0,1,0.3230769230769231,8.0,60.5,0.18,0.2857142857142857
5340,4.0,1.0,1.0,1.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
8944,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
5935,8.0,2.0,1.0,1.0,58.81,0.14,7.0,8.4,411.67,0.02,22.87,6.0,0.0,0.0,7.0,4.0,9.0,8.0,3.0,0,0.5,0.0,7.0,0.7777777777777778,0.5
1612,286.0,9.0,3.0,5.0,10466.58,0.02,62.21,168.25,651126.96,3.49,36173.72,250.0,0.0,34.0,22.0,119.0,793.0,673.0,17.0,1,0.05944055944055944,7.352941176470588,268.0,0.027742749054224466,0.17682020802377416
7066,61.0,20.0,14.0,8.0,1263.13,0.05,20.1,62.85,25384.76,0.42,1410.26,50.0,4.0,3.0,14.0,31.0,141.0,89.0,39.0,0,0.6885245901639344,7.142857142857143,55.5,0.09929078014184398,0.34831460674157305
3406,15.0,6.0,6.0,3.0,286.62,0.07,13.46,21.3,3857.44,0.1,214.3,11.0,0.0,2.0,17.0,12.0,40.0,19.0,11.0,0,1.0,5.5,13.0,0.425,0.631578947368421
1963,65.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.1076923076923077,0.0,32.5,0.0,0.0
3494,12.0,2.0,1.0,2.0,116.69,0.15,6.75,17.29,787.67,0.04,43.76,7.0,0.0,3.0,12.0,8.0,18.0,9.0,3.0,0,0.4166666666666667,2.3333333333333335,9.5,0.6666666666666666,0.8888888888888888
92,4.0,1.0,1.0,1.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2.0,0.0,0.0,4.0,4.0,6.0,4.0,1.0,1,0.75,0.0,3.0,0.6666666666666666,1.0
2611,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3333333333333333,0.0,4.5,0.0,0.0
7392,4.0,1.0,1.0,1.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,0,0.75,0.0,3.0,0.8333333333333334,1.0
5784,4.0,1.0,1.0,1.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2.0,0.0,0.0,7.0,4.0,8.0,4.0,1.0,0,0.75,0.0,3.0,0.875,1.0
8175,25.0,2.0,1.0,2.0,238.42,0.09,11.23,21.24,2676.78,0.08,148.71,13.0,3.0,6.0,13.0,11.0,33.0,19.0,3.0,0,0.2,1.4444444444444444,19.0,0.3939393939393939,0.5789473684210527
9592,43.0,6.0,6.0,2.0,744.7,0.04,22.31,33.38,16616.11,0.25,923.12,27.0,5.0,9.0,17.0,24.0,76.0,63.0,11.0,0,0.32558139534883723,1.9285714285714286,35.0,0.2236842105263158,0.38095238095238093
3081,29.0,5.0,4.0,2.0,298.06,0.08,12.5,23.84,3725.7,0.1,206.98,20.0,2.0,5.0,14.0,14.0,37.0,25.0,9.0,0,0.3793103448275862,2.857142857142857,24.5,0.3783783783783784,0.56
4519,7.0,1.0,1.0,1.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,3.0,0.0,2.0,6.0,4.0,8.0,4.0,1.0,0,0.42857142857142855,1.5,5.0,0.75,1.0
7435,11.0,2.0,1.0,2.0,108.42,0.2,5.0,21.68,542.09,0.04,30.12,8.0,0.0,1.0,9.0,9.0,16.0,10.0,3.0,0,0.45454545454545453,8.0,9.5,0.5625,0.9
7708,48.0,10.0,10.0,10.0,786.16,0.06,17.14,45.86,13477.0,0.26,748.72,35.0,0.0,6.0,16.0,28.0,84.0,60.0,19.0,0,0.625,5.833333333333333,41.5,0.19047619047619047,0.4666666666666667
2740,18.0,4.0,4.0,2.0,302.86,0.06,17.77,17.04,5382.71,0.1,299.04,15.0,0.0,1.0,17.0,11.0,40.0,23.0,7.0,0,0.5555555555555556,15.0,16.5,0.425,0.4782608695652174
3299,42.0,4.0,1.0,3.0,787.19,0.06,15.46,50.91,12171.15,0.26,676.18,30.0,5.0,5.0,12.0,26.0,83.0,67.0,7.0,0,0.19047619047619047,3.0,36.0,0.14457831325301204,0.3880597014925373
3105,13.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.6153846153846154,0.0,6.5,0.0,0.0
9551,25.0,5.0,1.0,3.0,431.02,0.09,11.0,39.18,4741.17,0.14,263.4,18.0,0.0,5.0,11.0,20.0,47.0,40.0,9.0,0,0.36,3.6,21.5,0.23404255319148937,0.5
3186,14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.35714285714285715,0.0,7.0,0.0,0.0
6838,20.0,4.0,1.0,2.0,131.69,0.15,6.86,19.2,902.99,0.04,50.17,15.0,0.0,3.0,12.0,7.0,23.0,8.0,7.0,0,0.35,5.0,17.5,0.5217391304347826,0.875
9151,5.0,1.0,1.0,1.0,41.21,0.2,5.0,8.24,206.05,0.01,11.45,3.0,0.0,0.0,6.0,3.0,8.0,5.0,1.0,0,0.6,0.0,4.0,0.75,0.6
9356,10.0,2.0,1.0,2.0,96.0,0.15,6.67,14.4,640.0,0.03,35.56,8.0,0.0,0.0,10.0,6.0,16.0,8.0,3.0,0,0.5,0.0,9.0,0.625,0.75
794,119.0,51.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,1,1.26890756302521,0.0,59.5,0.0,0.0
4768,17.0,4.0,3.0,1.0,140.0,0.06,15.4,9.09,2156.0,0.05,119.78,12.0,0.0,2.0,11.0,5.0,21.0,14.0,7.0,0,0.47058823529411764,6.0,14.5,0.5238095238095238,0.35714285714285715
2907,42.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0.4523809523809524,0.0,21.0,0.0,0.0
4105,16.0,5.0,1.0,1.0,140.65,0.08,12.0,11.72,1687.78,0.05,93.77,8.0,0.0,5.0,10.0,5.0,24.0,12.0,9.0,0,0.4375,1.6,12.0,0.4166666666666667,0.4166666666666667
7883,15.0,6.0,1.0,3.0,334.74,0.05,21.0,15.94,7029.62,0.11,390.53,13.0,0.0,0.0,14.0,9.0,47.0,27.0,11.0,0,0.6666666666666666,0.0,14.0,0.2978723404255319,0.3333333333333333
1278,23.0,4.0,4.0,1.0,465.0,0.05,19.0,24.47,8835.0,0.16,490.83,19.0,0.0,2.0,16.0,16.0,55.0,38.0,7.0,1,0.391304347826087,9.5,21.0,0.2909090909090909,0.42105263157894735
4813,10.0,1.0,1.0,1.0,66.61,0.29,3.43,19.43,228.37,0.02,12.69,5.0,0.0,3.0,6.0,7.0,10.0,8.0,1.0,0,0.3,1.6666666666666667,7.5,0.6,0.875
2288,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.21428571428571427,0.0,7.0,0.0,0.0
9957,314.0,86.0,29.0,31.0,9668.34,0.01,149.93,64.48,1449530.13,3.22,80529.45,300.0,0.0,11.0,35.0,67.0,875.0,574.0,168.0,0,0.46496815286624205,27.272727272727273,307.0,0.04,0.11672473867595819
6782,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
665,167.0,13.0,1.0,13.0,3654.39,0.03,29.9,122.22,109266.38,1.22,6070.35,125.0,8.0,32.0,23.0,85.0,320.0,221.0,25.0,1,0.16167664670658682,3.125,146.0,0.071875,0.38461538461538464
10748,4.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
3990,14.0,1.0,1.0,1.0,96.34,0.17,6.0,16.05,578.02,0.03,32.11,9.0,0.0,3.0,5.0,5.0,17.0,12.0,1.0,0,0.21428571428571427,3.0,11.5,0.29411764705882354,0.4166666666666667
4986,60.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.31666666666666665,0.0,30.0,0.0,0.0
8299,62.0,29.0,29.0,11.0,1504.74,0.02,49.48,30.41,74453.39,0.5,4136.3,49.0,0.0,5.0,25.0,24.0,173.0,95.0,57.0,0,1.1129032258064515,9.8,55.5,0.14450867052023122,0.25263157894736843
1094,33.0,7.0,1.0,1.0,303.08,0.04,23.33,12.99,7071.84,0.1,392.88,21.0,4.0,5.0,14.0,9.0,37.0,30.0,13.0,1,0.2727272727272727,2.3333333333333335,27.0,0.3783783783783784,0.3
4904,34.0,4.0,1.0,3.0,318.58,0.08,12.54,25.41,3993.6,0.11,221.87,24.0,2.0,6.0,13.0,14.0,40.0,27.0,7.0,0,0.23529411764705882,3.0,29.0,0.325,0.5185185185185185
5417,21.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.42857142857142855,0.0,10.5,0.0,0.0
826,7.0,2.0,1.0,2.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,5.0,0.0,0.0,6.0,5.0,8.0,5.0,3.0,1,0.7142857142857143,0.0,6.0,0.75,1.0
3887,25.0,3.0,1.0,3.0,353.3,0.08,12.69,27.85,4482.44,0.12,249.02,20.0,0.0,3.0,14.0,16.0,43.0,29.0,5.0,0,0.28,6.666666666666667,22.5,0.32558139534883723,0.5517241379310345
3154,7.0,1.0,1.0,1.0,60.94,0.5,2.0,30.47,121.89,0.02,6.77,3.0,0.0,2.0,4.0,8.0,9.0,8.0,1.0,0,0.42857142857142855,1.5,5.0,0.4444444444444444,1.0
10087,155.0,11.0,5.0,5.0,1557.38,0.02,41.02,37.97,63876.98,0.52,3548.72,71.0,59.0,23.0,25.0,32.0,162.0,105.0,21.0,0,0.13548387096774195,0.8658536585365854,113.0,0.15432098765432098,0.3047619047619048
6803,20.0,2.0,1.0,2.0,140.55,0.17,5.91,23.79,830.55,0.05,46.14,11.0,0.0,7.0,10.0,11.0,19.0,13.0,3.0,0,0.25,1.5714285714285714,15.5,0.5263157894736842,0.8461538461538461
10206,21.0,5.0,3.0,2.0,277.33,0.09,11.67,23.77,3235.47,0.09,179.75,14.0,2.0,1.0,14.0,12.0,39.0,20.0,9.0,0,0.47619047619047616,4.666666666666667,17.5,0.358974358974359,0.6
7359,34.0,6.0,5.0,2.0,432.38,0.06,16.89,25.6,7302.5,0.14,405.69,20.0,5.0,5.0,19.0,18.0,51.0,32.0,11.0,0,0.38235294117647056,2.0,27.0,0.37254901960784315,0.5625
3136,15.0,2.0,1.0,2.0,68.11,0.2,4.9,13.9,333.76,0.02,18.54,10.0,2.0,1.0,7.0,5.0,12.0,7.0,3.0,0,0.3333333333333333,3.3333333333333335,12.5,0.5833333333333334,0.7142857142857143
5720,32.0,4.0,1.0,4.0,301.19,0.07,13.54,22.25,4077.71,0.1,226.54,24.0,1.0,4.0,16.0,13.0,40.0,22.0,7.0,0,0.28125,4.8,28.0,0.4,0.5909090909090909
8980,7.0,2.0,1.0,1.0,55.51,0.18,5.63,9.87,312.22,0.02,17.35,5.0,0.0,0.0,9.0,4.0,10.0,5.0,3.0,0,0.5714285714285714,0.0,6.0,0.9,0.8
9348,11.0,2.0,1.0,2.0,110.45,0.15,6.86,16.11,757.34,0.04,42.07,9.0,0.0,0.0,12.0,7.0,18.0,8.0,3.0,0,0.45454545454545453,0.0,10.0,0.6666666666666666,0.875
6609,24.0,1.0,1.0,1.0,358.72,0.07,15.14,23.7,5429.72,0.12,301.65,15.0,3.0,4.0,9.0,11.0,46.0,37.0,1.0,0,0.125,2.142857142857143,19.5,0.1956521739130435,0.2972972972972973
923,88.0,12.0,8.0,5.0,1063.55,0.03,36.75,28.94,39085.39,0.35,2171.41,56.0,18.0,11.0,21.0,22.0,119.0,77.0,23.0,1,0.2840909090909091,1.9310344827586208,72.0,0.17647058823529413,0.2857142857142857
485,5.0,1.0,1.0,1.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,1.0,5.0,2.0,5.0,2.0,1.0,1,0.6,2.0,3.5,1.0,1.0
2294,19.0,5.0,4.0,4.0,392.55,0.05,20.25,19.39,7949.16,0.13,441.62,11.0,3.0,3.0,18.0,12.0,53.0,27.0,9.0,0,0.6842105263157895,1.8333333333333333,15.0,0.33962264150943394,0.4444444444444444
8697,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.75,0.0,2.0,0.0,0.0
3550,4.0,1.0,1.0,1.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
2340,15.0,1.0,1.0,1.0,78.14,0.33,3.0,26.05,234.41,0.03,13.02,5.0,5.0,3.0,6.0,9.0,11.0,9.0,1.0,0,0.2,0.625,10.0,0.5454545454545454,1.0
4909,29.0,5.0,3.0,4.0,252.66,0.1,10.31,24.5,2605.6,0.08,144.76,15.0,10.0,4.0,15.0,16.0,29.0,22.0,9.0,0,0.41379310344827586,1.0714285714285714,22.0,0.5172413793103449,0.7272727272727273
